layer_id	Themekey thesaurus	placekey value
fgdc8315	GNIS	West Virginia
fgdc8318	GNIS	Rhode Island
fgdc8319	GNIS	South Carolina
fgdc8321	LCSH	United States
fgdc8324	GNIS	Rhode Island
fgdc8325	GNIS	Wyoming
fgdc8326	GNIS	Nebraska
fgdc8329	None	United States
fgdc8330	GNIS	Wyoming
fgdc8332	GNS (NGA)	China
fgdc8335	GNIS	Missouri
fgdc8339	LCSH	United States
fgdc8343	GNIS	California
fgdc8344	GNIS	New Mexico
fgdc8345	LCSH	United States
fgdc8347	GNIS	Ohio
fgdc8352	GNIS	Oregon
fgdc8353	GNIS	South Carolina
fgdc8357	LCSH	Europe
fgdc8359	GNIS	Northern Mariana Islands
fgdc8361	GNIS	New Jersey
fgdc8362	GNIS	Washington
fgdc8363	GNIS	Maine
fgdc8364	GNIS	Ohio
fgdc8365	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8366	GNIS	Puerto Rico
fgdc8370	GNIS	Mississippi
fgdc8372	GNIS	Arkansas
fgdc8374	GNIS	Illinois
fgdc8375	LCSH	Europe
fgdc8377	GNIS	Florida
fgdc8378	GNIS	Hawaii
fgdc8380	GNIS	Texas
fgdc8381	GNIS	Wyoming
fgdc8387	GNIS	Indiana
fgdc8389	GNIS	South Carolina
fgdc8390	GNIS	Wyoming
fgdc8391	GNIS	Tennessee
fgdc8392	GNIS	Texas
fgdc8395	GNIS	Colorado
fgdc8397	None	Guangdong Province
fgdc8399	GNIS	Washington (State)
fgdc8402	None	Zhejiang Province
fgdc8403	GNIS	American Samoa
fgdc8405	GNIS	Arizona
fgdc8408	GNIS	Alaska
fgdc8409	GNIS	Virginia
fgdc8412	GNIS	Nebraska
fgdc8413	GNIS	Wyoming
fgdc8414	GNIS	Illinois
fgdc8416	GNIS	New Hampshire
fgdc8418	LCSH	Europe
fgdc8419	GNIS	Wisconsin
fgdc8420	GNIS	Wisconsin
fgdc8422	LCSH	Mexico
fgdc8423	LCSH	Mexico
fgdc8425	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	K'ai-feng
fgdc8427	GNIS	North Carolina
fgdc8428	GNIS	Michigan
fgdc8429	Columbia Gazetteer	Boston Bay
fgdc8430	GNIS	New York
fgdc8431	LCSH	South America
fgdc8432	GNIS	Florida
fgdc8435	GNIS	Michigan
fgdc8437	GNIS	Oklahoma
fgdc8438	GNIS	American Samoa
fgdc8440	GNIS	Massachusetts
fgdc8441	GNIS	Atlantic Ocean
fgdc8443	GNIS	Nebraska
fgdc8445	GNIS	New Mexico
fgdc8446	GNIS	Illinois
fgdc8447	GNS	Somalia
fgdc8449	GNIS	Virginia
fgdc8450	None	Fujian Province
fgdc8451	GNIS	New Hampshire
fgdc8452	GNIS	Washington (State)
fgdc8454	GNIS	South Carolina
fgdc8455	GNIS	Nebraska
fgdc8456	GNS	United States
fgdc8457	GNIS	Massachusetts
fgdc8458	GNIS	Pennsylvania
fgdc8459	GNIS	Maryland
fgdc8460	GNIS	South Dakota
fgdc8461	GNS (NGA)	China
fgdc8462	GNIS	Rhode Island
fgdc8463	GNIS	Tennessee
fgdc8464	GNIS	New Mexico
fgdc8465	GNIS	Hawaii
fgdc8471	GNIS	Ohio
fgdc8472	GNIS	Maryland
fgdc8474	LCSH	Caucasus
fgdc8478	GNS	Sudan
fgdc8479	GNIS	Washington
fgdc8480	LCSH	Europe
fgdc8481	GNIS	Nebraska
fgdc8482	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8484	GNIS	West Virginia
fgdc8486	GNS	Kenya
fgdc8487	GNIS	Kansas
fgdc8488	GNIS	Indiana
fgdc8490	GNIS	Iowa
fgdc8493	GNIS	Montana
fgdc8495	GNIS	Idaho
fgdc8497	GNIS	New Jersey
fgdc8498	GNIS	Hawaii
fgdc8502	GNIS	Alaska
fgdc8503	GNIS	Arkansas
fgdc8505	GNIS	Indiana
fgdc8506	LCSH	Europe
fgdc8507	GNIS	Delaware
fgdc8508	GNIS	Rhode Island
fgdc8511	GNIS	California
fgdc8513	GNIS	Kentucky
fgdc8514	GNS	Atlantic Ocean
fgdc8515	GNIS	Idaho
fgdc8520	GNIS	Montana
fgdc8527	GNIS	Oregon
fgdc8528	GNIS	New Hampshire
fgdc8529	GNIS	Pennsylvania
fgdc8531	GNS	Mali
fgdc8536	GNIS	Arizona
fgdc8537	GNIS	Louisiana
fgdc8538	GNS	Uganda
fgdc8542	GNS	India
fgdc8543	LCSH	Europe
fgdc8545	GNIS	Massachusetts
fgdc8547	GNIS	Texas
fgdc8548	GNS	"Magdeburg, Germany"
fgdc8550	GNS	Israel
fgdc8551	GNS	Burkina Faso
fgdc8553	GNIS	Missouri
fgdc8557	GNS	Atlantic Ocean
fgdc8564	GNIS	North Dakota
fgdc8565	GNIS	West Virginia
fgdc8566	GNIS	Washington (State)
fgdc8568	GNIS	Mississippi
fgdc8569	GNS	Eritrea
fgdc8572	GNIS	New York
fgdc8573	LCSH	Europe
fgdc8574	GNIS	American Samoa
fgdc8576	GNIS	New Jersey
fgdc8578	GNIS	Illinois
fgdc8582	GNIS	Nebraska
fgdc8585	GNIS	Rhode Island
fgdc8591	GNIS	Tennessee
fgdc8594	GNIS	Illinois
fgdc8595	GNIS	Northern Mariana Islands
fgdc8599	GNS	Sudan
fgdc8600	LCSH	Adelaide Botanic Gardens
fgdc8601	GNIS	Oregon
fgdc8604	GNIS	Texas
fgdc8605	GNIS	Nebraska
fgdc8606	GNIS	New Hampshire
fgdc8608	GNIS	California
fgdc8609	GNS	Uganda
fgdc8611	GNIS	Hawaii
fgdc8612	GNIS	Idaho
fgdc8613	GNIS	West Virginia
fgdc8614	GNIS	Iowa
fgdc8615	GNIS	Maryland
fgdc8616	GNS	China
fgdc8618	GNIS	Tennessee
fgdc8620	GNIS	Oklahoma
fgdc8624	LCSH	United States
fgdc8625	GNIS	Louisiana
fgdc8626	None	World
fgdc8628	GNIS	Oklahoma
fgdc8629	None	Shaanxi Province
fgdc8630	GNIS	Arizona
fgdc8631	GNIS	Nebraska
fgdc8632	GNS	Madagascar
fgdc8634	GNIS	Connecticut
fgdc8637	GNIS	Colorado
fgdc8639	LCSH	Europe
fgdc8642	GNIS	Utah
fgdc8643	GNIS	Massachusetts
fgdc8645	None	Guizhou Province
fgdc8647	LCSH	Mexico
fgdc8648	None	Shandong Province
fgdc8649	GNIS	Puerto Rico
fgdc8651	GNIS	China
fgdc8653	GNIS	Tennessee
fgdc8654	LCSH	New England
fgdc8657	GNIS	Texas
fgdc8658	GNIS	Michigan
fgdc8659	GNIS	North Carolina
fgdc8663	GNIS	Colorado
fgdc8664	None	Zhejiang Province
fgdc8665	LCSH	"Africa, Eastern"
fgdc8668	GNIS	Pennsylvania
fgdc8669	GNIS	Indiana
fgdc8670	LCSH	Europe
fgdc8671	GNIS	Mississippi
fgdc8672	GNIS	Virginia
fgdc8674	LCSH	Europe
fgdc8677	GNIS	Ohio
fgdc8679	GNIS	Idaho
fgdc8680	GNIS	Wisconsin
fgdc8683	GNIS	New Mexico
fgdc8685	GNIS	Texas
fgdc8687	GNIS	Rhode Island
fgdc8689	GNIS	Minnesota
fgdc8692	GNIS	Washington
fgdc8696	GNIS	Arkansas
fgdc8697	GNIS	Wisconsin
fgdc8698	GNIS	Minnesota
fgdc8699	GNS	Somalia
fgdc8700	GNIS	North Carolina
fgdc8703	GNIS	Tennessee
fgdc8704	GNIS	Minnesota
fgdc8706	GNIS	Montana
fgdc8708	GNIS	North Carolina
fgdc8710	LCSH	Europe
fgdc8713	GNIS	Florida
fgdc8714	GNIS	Alabama
fgdc8715	GNIS	Idaho
fgdc8717	GNIS	Delaware
fgdc8718	GNIS	Colorado
fgdc8719	GNIS	Hawaii
fgdc8720	GNIS	Wyoming
fgdc8721	GNIS	China
fgdc8724	GNIS	District of Columbia
fgdc8724	None	Washington (D.C.)
fgdc8725	GNIS	Wisconsin
fgdc8726	GNIS	Arkansas
fgdc8727	GNS	Germany
fgdc8728	GNIS	New Mexico
fgdc8729	GNIS	Rhode Island
fgdc8730	LCSH	Europe
fgdc8731	GNIS	New Mexico
fgdc8734	GNS	Kenya
fgdc8735	GNIS	Arkansas
fgdc8737	GNIS	New Mexico
fgdc8739	GNS	Alegeria
fgdc8742	GNIS	Mississippi
fgdc8749	GNIS	Rhode Island
fgdc8750	GNS	Israel
fgdc8753	GNS (NGA)	China
fgdc8756	GNIS	Vermont
fgdc8757	LCSH	South Asia
fgdc8760	GNIS	South Carolina
fgdc8762	GNS	Algeria
fgdc8767	GNIS	Delaware
fgdc8768	GNIS	Wyoming
fgdc8769	GNIS	Rhode Island
fgdc8770	LCSH	Europe
fgdc8772	GNIS	New Mexico
fgdc8774	GNIS	Connecticut
fgdc8775	None	World
fgdc8777	GNIS	Hawaii
fgdc8779	GNIS	South Carolina
fgdc8780	GNIS	Georgia
fgdc8781	GNIS	Michigan
fgdc8783	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8786	GNIS	Vermont
fgdc8787	GNS	North Sea
fgdc8788	GNIS	Nevada
fgdc8789	GNIS	New York (State)
fgdc8791	GNIS	South Carolina
fgdc8792	GNIS	Alabama
fgdc8793	GNS	Egypt
fgdc8797	GNIS	North Carolina
fgdc8798	LCSH	Europe
fgdc8799	GNIS	North Carolina
fgdc8801	GNS	Israel
fgdc8802	GNIS	Arkansas
fgdc8803	GNS	Israel
fgdc8805	GNIS	North Carolina
fgdc8806	GNIS	South Carolina
fgdc8807	GNS	Germany
fgdc8808	GNS	Madagascar
fgdc8809	GNIS	Tennessee
fgdc8810	GNIS	South Carolina
fgdc8811	GNIS	New Mexico
fgdc8814	GNIS	Indiana
fgdc8815	GNS	Cuba
fgdc8817	GNIS	Louisiana
fgdc8820	LCSH	Europe
fgdc8822	GNIS	Nevada
fgdc8823	GNIS	Pennsylvania
fgdc8826	GNIS	Vermont
fgdc8827	GNIS	Kentucky
fgdc8828	None	Europe
fgdc8829	GNIS	Virginia
fgdc8830	GNIS	New Jersey
fgdc8831	GNIS	Virginia
fgdc8833	GNIS	Mississippi
fgdc8834	GNIS	Virginia
		Boston
fgdc8840	GNIS	South Dakota
fgdc8841	GNS	Congo
fgdc8844	GNIS	Maine
fgdc8845	GNIS	Missouri
fgdc8846	GNIS	Nebraska
fgdc8848	GNS	Madagascar
fgdc8851	GNIS	California
fgdc8854	GNIS	North Dakota
fgdc8856	GNIS	Wyoming
fgdc8857	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8859	GNIS	Arizona
fgdc8861	LCSH	Europe
fgdc8862	GNIS	Delaware
fgdc8863	GNIS	Ohio
fgdc8867	GNIS	Wisconsin
fgdc8871	GNIS	Oklahoma
fgdc8873	GNIS	Michigan
fgdc8875	GNIS	Indiana
fgdc8877	GNIS	Massachusetts
fgdc8878	None	Canada
fgdc8880	GNIS	Northern Mariana Islands
fgdc8882	GNIS	Texas
fgdc8883	political	political
fgdc8886	GNIS	Illinois
fgdc8890	LCSH	Europe
fgdc8891	GNIS	Louisiana
fgdc8892	GNIS	Puerto Rico
fgdc8894	GNIS	Kentucky
fgdc8898	GNS	Tanzania
fgdc8899	GNIS	Florida
fgdc8902	GNIS	New Jersey
fgdc8903	GNIS	New Jersey
fgdc8905	GNIS	Louisiana
fgdc8907	GNS	Germany
fgdc8909	GNS	Sudan
fgdc8910	GNS	Israel
fgdc8911	GNIS	Massachusetts
fgdc8912	GNIS	South Carolina
fgdc8913	GNIS	Ohio
fgdc8915	LCSH	Europe
fgdc8916	GNS	Egypt
fgdc8917	GNIS	Vermont
fgdc8919	GNIS	Pennsylvania
fgdc8921	GNIS	Iowa
fgdc8924	GNIS	Nevada
fgdc8925	GNIS	Alaska
fgdc8927	GNIS	Massachusetts
fgdc8931	GNIS	Oklahoma
fgdc8932	GNIS	Massachusetts
fgdc8933	GNIS	Utah
fgdc8936	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8938	GNIS	Alaska
fgdc8940	GNIS	Kansas
fgdc8941	LCSH	Europe
fgdc8943	GNS	Vietnam
fgdc8943	GNS	Cambodia
fgdc8943	LCSH	"Vietnam, Southern"
fgdc8944	GNIS	Iowa
fgdc8945	GNS (NIMA)	Gibraltar
fgdc8949	GNIS	Vermont
fgdc8951	GNIS	Hawaii
fgdc8952	GNIS	Massachusetts
fgdc8954	LCSH	Europe
fgdc8955	GNS (NGA)	China
fgdc8956	GNIS	Indiana
fgdc8958	GNIS	New Mexico
fgdc8963	GNIS	Ohio
fgdc8965	GNIS	North Dakota
fgdc8970	GNIS	District of Columbia
fgdc8970	None	Washington (D.C.)
fgdc8974	GNIS	South Carolina
fgdc8975	GNIS	Nebraska
fgdc8977	GNIS	Oklahoma
fgdc8978	GNS	China
fgdc8979	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc8981	GNIS	Maryland
fgdc8983	LCSH	New England
fgdc8984	GNIS	Maryland
fgdc8985	GNIS	New York
fgdc8986	GNIS	Washington (State)
fgdc8987	GNIS	Illinois
fgdc8988	None	United States
fgdc8992	LCSH	Europe
fgdc8993	GNIS	New Mexico
fgdc8996	GNIS	Michigan
fgdc8998	GNIS	Mississippi
fgdc9001	GNIS	Nebraska
fgdc9005	GNIS	Louisiana
fgdc9006	GNIS	Pennsylvania
fgdc9007	GNS	South Africa
fgdc9008	GNIS	Tennessee
fgdc9012	LCSH	Europe
fgdc9013	GNIS	Washington (State)
fgdc9014	GNIS	Tennessee
fgdc9016	GNIS	Ohio
fgdc9017	LCSH	South America
fgdc9018	GNIS	Puerto Rico
fgdc9021	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Li-p'u
fgdc9024	GNS	China
fgdc9026	GNIS	Georgia
fgdc9030	LCSH	Europe
fgdc9032	GNIS	Nevada
fgdc9035	LCSH	Europe
fgdc9036	None	United States
fgdc9038	GNIS	Mississippi
fgdc9044	GNIS	Georgia
fgdc9045	GNS	Germany
fgdc9048	GNIS	Massachusetts
fgdc9050	GNIS	Rhode Island
fgdc9051	GNIS	Michigan
fgdc9054	GNIS	South Carolina
fgdc9057	GNIS	Rhode Island
fgdc9058	None	United States
fgdc9059	LCSH	Europe
fgdc9061	GNIS	Washington (State)
fgdc9062	GNIS	Nebraska
fgdc9063	GNIS	Vermont
fgdc9064	GNS	Germany
fgdc9065	LCSH	United States
fgdc9067	None	Guangdong Province
fgdc9069	GNIS	Alaska
fgdc9071	GNIS	District of Columbia
fgdc9071	LCSH	Washington (D.C.)
fgdc9073	GNIS	South Carolina
fgdc9074	GNIS	Oklahoma
fgdc9075	GNIS	Vermont
fgdc9076	GNIS	South Carolina
fgdc9077	GNIS	Indiana
fgdc9080	LCSH	United States
fgdc9081	GNIS	Colorado
fgdc9082	GNIS	Kentucky
fgdc9084	GNIS	Northern Mariana Islands
fgdc9087	GNIS	Montana
fgdc9090	GNS	United States
fgdc9092	GNIS	Iowa
fgdc9094	GNIS	Georgia
fgdc9096	GNIS	Texas
fgdc9099	GNIS	Kentucky
fgdc9100	GNS	Algeria
fgdc9101	GNIS	New Mexico
fgdc9105	GNIS	South Carolina
fgdc9106	GNIS	Maine
fgdc9107	GNS	Burundi
fgdc9108	GNIS	Connecticut
fgdc9109	LCSH	Europe
fgdc9110	LCSH	Alaska
fgdc9112	GNIS	Maryland
fgdc9113	GNIS	Pennsylvania
fgdc9114	GNIS	Puerto Rico
fgdc9115	GNIS	Oklahoma
fgdc9117	LCSH	Europe
fgdc9118	None	Ch'ing-hai Province
fgdc9120	GNIS	Tennessee
fgdc9122	GNIS	Vermont
fgdc9123	GNIS	Alaska
fgdc9124	GNS	United States
fgdc9125	GNIS	Utah
fgdc9129	GNIS	New Mexico
fgdc9130	GNIS	Michigan
fgdc9131	GNIS	Hawaii
fgdc9134	GNIS	Washington
fgdc9137	GNIS	South Carolina
fgdc9139	GNIS	Arizona
fgdc9140	None	Mexico
fgdc9141	GNIS	District of Columbia
fgdc9141	LCSH	Washington (D.C.)
fgdc9142	GNIS	Iowa
fgdc9143	GNS	Eritrea
fgdc9146	GNIS	Wyoming
fgdc9147	GNS	Kenya
fgdc9149	GNIS	Maine
fgdc9150	GNIS	Minnesota
fgdc9153	GNIS	Ohio
fgdc9154	GNIS	Nebraska
fgdc9156	GNIS	Alaska
fgdc9162	GNIS	North Dakota
fgdc9164	GNIS	Louisiana
fgdc9165	GNIS	Nebraska
fgdc9166	GNIS	Florida
fgdc9167	GNIS	West Virginia
fgdc9170	GNIS	New Hampshire
fgdc9171	GNIS	Rhode Island
fgdc9173	GNIS	Northern Mariana Islands
fgdc9176	LCSH	Europe
fgdc9179	GNIS	Virginia
fgdc9180	GNIS	Idaho
fgdc9181	GNIS	Iowa
fgdc9184	GNIS	Pennsylvania
fgdc9186	GNIS	Wisconsin
fgdc9188	GNIS	Illinois
fgdc9193	None	World
fgdc9194	GNIS	Alaska
fgdc9197	GNIS	South Dakota
fgdc9199	GNIS	Missouri
fgdc9201	LCSH	United States
fgdc9202	GNIS	Maryland
fgdc9203	GNIS	Maryland
fgdc9204	LCSH	United States
fgdc9206	LCSH	South America
fgdc9208	GNIS	Puerto Rico
fgdc9210	LCSH	Caucasus
fgdc9211	LCSH	Middle East
fgdc9212	None	World
fgdc9214	GNIS	New York (State)
fgdc9216	GNS	Rwanda
fgdc9217	GNIS	North Dakota
fgdc9218	GNIS	North Dakota
fgdc9220	GNIS	California
fgdc9222	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9225	GNIS	Pennsylvania
fgdc9227	GNIS	Missouri
fgdc9228	world-wide	Global
fgdc9233	GNIS	Kentucky
fgdc9234	GNIS	Mississippi
fgdc9240	GNIS	Maine
fgdc9241	GNIS	Vermont
fgdc9242	GNIS	Missouri
fgdc9245	LCSH	Europe
fgdc9246	GNIS	Oklahoma
fgdc9247	GNS	Libya
fgdc9249	GNIS	Connecticut
fgdc9250	GNIS	Vermont
fgdc9251	GNIS	Washington (State)
fgdc9252	GNIS	California
fgdc9253	LCSH	United States
fgdc9254	GNIS	New York (State)
fgdc9255	LCSH	Europe
fgdc9258	GNIS	Nevada
fgdc9260	GNIS	Kansas
fgdc9261	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9263	GNIS	Texas
fgdc9264	GNIS	Virginia
fgdc9265	GNIS	Hawaii
fgdc9266	GNS	Tanzania
fgdc9269	GNS	China
fgdc9270	GNIS	Rhode Island
fgdc9271	LCSH	United States
fgdc9275	LCSH	Alaska
fgdc9277	GNIS	Mariana Islands
fgdc9281	GNIS	Arizona
fgdc9283	GNIS	Alabama
fgdc9284	GNIS	Virginia
fgdc9285	None	World
fgdc9289	GNIS	New York (State)
fgdc9290	GNS	Tanzania
fgdc9295	GNIS	Maine
fgdc9297	None	Hubei Province
fgdc9300	GNIS	Mississippi
fgdc9301	GNIS	Illinois
fgdc9302	GNIS	New Hampshire
fgdc9303	GNIS	Minnesota
fgdc9305	GNS	Israel
fgdc9306	GNIS	Arizona
fgdc9307	LCSH	Europe
fgdc9308	LCSH	Europe
fgdc9309	GNIS	Washington (State)
fgdc9310	GNIS	Kansas
fgdc9311	GNIS	Oklahoma
fgdc9314	GNIS	Connecticut
fgdc9316	GNS	Atlantic Ocean
fgdc9321	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Nan-ch'eng
fgdc9324	GNS	Somalia
fgdc9325	GNIS	Wisconsin
fgdc9326	GNIS	Tennessee
fgdc9328	GNIS	Colorado
fgdc9329	GNS	Brazil
fgdc9331	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9334	GNS	Morocco
fgdc9335	GNIS	Alaska
fgdc9336	GNIS	Nebraska
fgdc9338	GNIS	South Dakota
fgdc9341	LCSH	"Africa, Southern"
fgdc9342	GNIS	Guam
fgdc9344	GNIS	Arizona
fgdc9345	GNIS	Tennessee
fgdc9346	GNIS	Massachusetts
fgdc9348	LCSH	"Africa, West"
fgdc9349	GNIS	Virginia
fgdc9351	GNIS	New York
fgdc9352	GNIS	Maine
fgdc9354	GNIS	Colorado
fgdc9361	GNIS	Oregon
fgdc9366	GNIS	Connecticut
fgdc9370	GNIS	Texas
fgdc9374	GNIS	Alabama
fgdc9376	None	Europe
fgdc9378	GNIS	Oklahoma
fgdc9380	GNIS	Hawaii
fgdc9381	GNIS	Connecticut
fgdc9383	GNIS	Maryland
fgdc9384	GNIS	California
fgdc9385	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9386	GNIS	New Mexico
fgdc9389	GNIS	Nevada
fgdc9391	LCSH	University of Oxford
fgdc9393	GNIS	Vermont
fgdc9397	GNIS	Georgia
fgdc9399	GNIS	Arkansas
fgdc9403	GNIS	Idaho
fgdc9404	GNIS	Alaska
fgdc9405	GNIS	Maryland
fgdc9406	GNS	Egypt
fgdc9407	GNIS	Massachusetts
fgdc9412	GNIS	Oklahoma
fgdc9413	GNIS	Massachusetts
fgdc9415	GNIS	Georgia
fgdc9419	GNIS	Texas
fgdc9420	GNIS	Arkansas
fgdc9421	GNIS	Washington (State)
fgdc9422	GNIS	New York
fgdc9426	GNIS	South Dakota
fgdc9429	GNIS	New York (State)
fgdc9430	GNIS	Florida
fgdc9431	GNIS	South Dakota
fgdc9434	GNIS	Nebraska
fgdc9435	GNIS	Colorado
fgdc9436	GNIS	Vermont
fgdc9438	GNIS	Montana
fgdc9439	GNIS	West Virginia
fgdc9440	GNIS	Connecticut
fgdc9441	GNIS	Montana
fgdc9442	GNIS	Northern Mariana Islands
fgdc9445	LCSH	Europe
fgdc9448	LCSH	Europe
fgdc9449	GNIS	California
fgdc9450	GNIS	Utah
fgdc9452	GNIS	South Carolina
fgdc9453	LCSH	United States
fgdc9458	GNIS	Rhode Island
fgdc9459	None	Guangdong Province
fgdc9461	GNS	Japan
fgdc9462	GNIS	West Virginia
fgdc9463	GNIS	New Mexico
fgdc9465	GNIS	Vermont
fgdc9468	GNIS	Massachusetts
fgdc9469	LCSH	Africa
fgdc9471	GNIS	Missouri
fgdc9472	GNS	Atlantic Ocean
fgdc9473	GNS	Sudan
fgdc9475	GNS	China
fgdc9476	GNIS	New Mexico
fgdc9478	GNIS	Kentucky
fgdc9479	GNS	Israel
fgdc9480	GNIS	Alabama
fgdc9483	GNIS	Connecticut
fgdc9484	GNIS	Kansas
fgdc9485	None	Hubei Province
fgdc9486	GNIS	Maryland
fgdc9487	None	Wu-y??an
fgdc9488	GNIS	Montana
fgdc9490	GNS	Seychelles
fgdc9491	GNIS	Iowa
fgdc9499	GNIS	Minnesota
fgdc9500	GNIS	Maine
fgdc9502	GNIS	Louisiana
fgdc9504	GNIS	Texas
fgdc9506	GNS	Atlantic Ocean
fgdc9507	None	Aihsien
fgdc9510	GNS	United States
fgdc9511	GNIS	North Carolina
fgdc9512	GNIS	New Mexico
fgdc9513	GNIS	Washington (State)
fgdc9514	GNIS	Massachusetts
fgdc9515	GNIS	Wyoming
fgdc9518	GNIS	Massachusetts
fgdc9520	GNIS	Idaho
fgdc9521	GNIS	Michigan
fgdc9523	GNIS	Massachusetts
fgdc9528	None	Min Chiang
fgdc9530	LCSH	Europe
fgdc9534	GNS	Sri Lanka
fgdc9535	GNIS	Florida
fgdc9536	LCSH	Europe
fgdc9537	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Shimen
fgdc9537	None	Hebei Province
fgdc9539	GNIS	Massachusetts
fgdc9540	GNIS	Arizona
fgdc9544	None	Guizhou Province
fgdc9546	GNIS	Massachusetts
fgdc9547	GNIS	Alabama
fgdc9548	GNIS	Iowa
fgdc9549	LCSH	United States
fgdc9550	GNIS	Colorado
fgdc9551	LCSH	Europe
fgdc9555	GNIS	American Samoa
fgdc9556	GNIS	Texas
fgdc9557	GNIS	Arkansas
fgdc9558	GNIS	Massachusetts
fgdc9559	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9562	GNIS	Indiana
fgdc9563	GNIS	New Hampshire
fgdc9564	LCSH	East (U.S.)
fgdc9566	GNIS	Arkansas
fgdc9568	GNIS	Colorado
fgdc9569	GNIS	Idaho
fgdc9570	GNIS	Alaska
fgdc9572	GNIS	Missouri
fgdc9577	GNIS	Ohio
fgdc9582	GNIS	Montana
fgdc9583	GNIS	Oklahoma
fgdc9584	GNIS	Oregon
fgdc9585	LCSH	Europe
fgdc9586	GNIS	Michigan
fgdc9588	GNIS	California
fgdc9589	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9591	GNIS	Louisiana
fgdc9592	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Huai-yang
fgdc9594	GNS	Congo
fgdc9595	GNS (NGA)	China
fgdc9596	GNIS	Vermont
fgdc9598	GNIS	Alabama
fgdc9602	LCSH	"Europe, Central"
fgdc9605	GNIS	Alaska
fgdc9606	GNIS	California
fgdc9607	GNIS	Washington (State)
fgdc9610	GNIS	Missouri
fgdc9613	GNIS	Nebraska
fgdc9616	GNIS	Iowa
fgdc9617	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc9621	GNIS	Illinois
fgdc9622	GNIS	Pennsylvania
fgdc9623	GNIS	New Hampshire
fgdc9625	GNIS	American Samoa
fgdc9626	LCSH	Canada
fgdc9627	GNIS	New York
fgdc9627	LCSH	New York (State)
fgdc9628	GNIS	Arkansas
fgdc9629	GNIS	Wisconsin
fgdc9631	GNIS	Kentucky
fgdc9632	GNIS	New York
fgdc9633	GNIS	Wisconsin
fgdc9634	GNIS	Alabama
fgdc9636	GNIS	Washington (State)
fgdc9637	GNS (NIMA)	India
fgdc9638	GNIS	Vermont
fgdc9639	GNIS	Mississippi
fgdc9640	GNIS	Indiana
fgdc9641	GNIS	Kansas
fgdc9644	GNIS	Washington (State)
fgdc9645	GNIS	Louisiana
fgdc9647	GNIS	Texas
fgdc9648	GNIS	Florida
fgdc9649	GNIS	Washington (State)
fgdc9650	GNIS	Massachusetts
fgdc9651	GNS (NGA)	China
fgdc9652	GNIS	Rhode Island
fgdc9653	GNIS	Massachusetts
fgdc9655	GNIS	Wisconsin
fgdc9657	GNIS	South Carolina
fgdc9659	GNIS	South Dakota
fgdc9662	LCSH	Europe
fgdc9663	GNIS	Tennessee
fgdc9668	GNIS	New Mexico
fgdc9669	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Nan-ch'ang
fgdc9669	None	Jiangxi Province
fgdc9672	world-wide	Global
fgdc9673	GNIS	Wyoming
fgdc9675	GNIS	Iowa
fgdc9676	None	World
fgdc9679	GNIS	Florida
fgdc9680	GNIS	Montana
fgdc9682	GNIS	New Jersey
fgdc9683	GNIS	New Jersey
fgdc9684	GNIS	Virginia
fgdc9685	GNIS	American Samoa
fgdc9687	GNIS	Nevada
fgdc9688	GNIS	Idaho
fgdc9689	GNIS	Alaska
fgdc9693	LCSH	British Isles
fgdc9696	GNIS	California
fgdc9698	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)</"	Chiung-lai
fgdc9701	GNIS	Ohio
fgdc9702	GNIS	Minnesota
fgdc9703	GNS	China
fgdc9704	GNIS	Georgia
fgdc9708	GNIS	Alaska
fgdc9709	GNIS	Wyoming
fgdc9711	GNIS	New York
fgdc9713	LCSH	"India, South"
fgdc9714	GNIS	Missouri
fgdc9719	GNIS	Delaware
fgdc9721	LCSH	Canada
fgdc9725	GNIS	Texas
fgdc9728	GNIS	New Mexico
fgdc9729	GNIS	Massachusetts
fgdc9732	GNS	Israel
fgdc9733	GNIS	Pennsylvania
fgdc9734	LCSH	New England
