layer_id	Themekey thesaurus	placekey value
fgdc2827	LCSH	Canada
fgdc2828	GNIS	Idaho
fgdc2831	GNIS	Texas
fgdc2833	LCSH	Africa
fgdc2835	GNIS	Connecticut
fgdc2837	GNIS	Missouri
fgdc2838	GNIS	Minnesota
fgdc2840	GNIS	Tennessee
fgdc2842	GNIS	Indiana
fgdc2843	GNIS	Wyoming
fgdc2844	GNS	Germany
fgdc2845	LCSH	Mexico
fgdc2847	GNIS	Iowa
fgdc2850	GNS	South Africa
fgdc2851	GNIS	Illinois
fgdc2852	GNIS	Tennessee
fgdc2854	GNS	Libya
fgdc2855	None	Mexico
fgdc2858	GNIS	Wisconsin
fgdc2860	Columbia Gazetteer	Lisbon Bay
fgdc2864	GNS	Algeria
fgdc2865	GNS	Kenya
fgdc2866	GNIS	Iowa
fgdc2868	GNIS	Tennessee
fgdc2872	LCSH	Europe
fgdc2874	GNIS	Utah
fgdc2876	GNIS	Minnesota
fgdc2879	GNIS	Vermont
fgdc2880	GNIS	Florida
fgdc2882	GNIS	Oklahoma
fgdc2883	GNIS	Mississippi
fgdc2884	None	Guizhou Province
fgdc2886	LCSH	North America
fgdc2888	GNIS	Oklahoma
fgdc2889	GNIS	Washington (State)
fgdc2891	GNIS	Utah
fgdc2892	GNIS	Colorado
fgdc2893	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc2894	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Shang-hai
fgdc2895	GNIS	Indiana
fgdc2896	GNIS	North Carolina
fgdc2899	LCSH	East (U.S.)
fgdc2901	GNIS	South Carolina
fgdc2902	GNIS	Arkansas
fgdc2905	GNIS	New Jersey
fgdc2908	GNIS	Texas
fgdc2910	GNIS	Washington (State)
fgdc2911	GNIS	New Hampshire
fgdc2914	GNIS	China
fgdc2916	GNIS	Rhode Island
fgdc2918	None	United States
fgdc2920	GNS	Egypt
fgdc2921	GNIS	Hawaii
fgdc2922	GNIS	Maine
fgdc2923	None	World
fgdc2924	GNIS	Maryland
fgdc2925	GNIS	Georgia
fgdc2926	GNIS	Wisconsin
fgdc2927	GNIS	Texas
fgdc2928	GNIS	Maryland
fgdc2930	LCSH	Europe
fgdc2931	GNS	Madagascar
fgdc2939	GNIS	Missouri
fgdc2940	GNIS	New Mexico
fgdc2941	GNS (NGA)	China
fgdc2943	GNIS	China
fgdc2944	LCSH	Europe
fgdc2945	GNIS	North Dakota
fgdc2947	GNIS	Montana
fgdc2949	GNIS	Utah
fgdc2951	GNIS	Montana
fgdc2952	GNIS	Illinois
fgdc2957	LCSH	Mexico
fgdc2959	GNIS	North Carolina
fgdc2960	GNIS	California
fgdc2961	GNIS	Wisconsin
fgdc2965	GNIS	Rhode Island
fgdc2966	GNIS	Alabama
fgdc2967	GNIS	Utah
fgdc2968	GNIS	New Mexico
fgdc2970	GNS	Cote d'Ivoire
fgdc2971	LCSH	Germany
fgdc2973	GNIS	New Jersey
fgdc2974	GNIS	New York (State)
fgdc2977	GNIS	Kansas
fgdc2978	GNIS	South Carolina
fgdc2979	GNIS	Iowa
fgdc2980	GNIS	Wyoming
fgdc2982	GNS	Germany
fgdc2985	GNIS	Tennessee
fgdc2986	GNIS	Wisconsin
fgdc2988	GNIS	Nebraska
fgdc2989	GNIS	Mississippi
fgdc2995	GNIS	Minnesota
fgdc2998	LCSH	United States
fgdc2999	GNS	Congo
fgdc3001	GNIS	Georgia
fgdc3004	GNIS	Alaska
fgdc3009	None	United States
fgdc3011	GNIS	District of Columbia
fgdc3011	LCSH	Washington (D.C.)
fgdc3013	GNIS	Missouri
fgdc3014	None	United States
fgdc3016	LCSH	Africa
fgdc3018	GNIS	Minnesota
fgdc3020	GNIS	Hawaii
fgdc3021	GNIS	New York
fgdc3022	GNIS	Montana
fgdc3023	GNIS	Tennessee
fgdc3028	GNIS	Minnesota
fgdc3032	GNIS	Louisiana
fgdc3033	GNIS	New York
fgdc3034	GNIS	Missouri
fgdc3040	GNIS	South Carolina
fgdc3042	GNIS	Nevada
fgdc3043	GNIS	Kentucky
fgdc3046	GNIS	California
fgdc3047	None	Pai Ho
fgdc3049	GNIS	South Dakota
fgdc3051	GNIS	Puerto Rico
fgdc3053	None	World
fgdc3054	GNIS	New Hampshire
fgdc3055	GNIS	Utah
fgdc3058	GNIS	Georgia
fgdc3059	GNIS	Alabama
fgdc3064	GNIS	Kentucky
fgdc3065	LCSH	Mexico
fgdc3068	GNIS	Wisconsin
fgdc3071	GNIS	Pennsylvania
fgdc3072	GNIS	Guam
fgdc3075	GNIS	Utah
fgdc3077	GNS	Somalia
fgdc3078	GNIS	Minnesota
fgdc3079	GNS	Israel
fgdc3080	GNIS	New York
fgdc3082	GNIS	Vermont
fgdc3083	None	World
fgdc3084	GNIS	New Hampshire
fgdc3085	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	Shan-t'ou
fgdc3087	GNIS	Alaska
fgdc3088	GNIS	Missouri
fgdc3094	GNIS	Georgia
		Boston
fgdc3096	GNIS	Illinois
fgdc3097	GNIS	Rhode Island
fgdc3099	LCSH	United States
fgdc3100	GNIS	New York
fgdc3103	None	Hebei Province
fgdc3104	GNIS	California
fgdc3106	GNIS	Florida
fgdc3107	GNIS	Oklahoma
fgdc3108	LCSH	Bulkan Peninsula
fgdc3110	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	San-sui
fgdc3110	None	Guizhou Province
fgdc3111	GNIS	Wisconsin
fgdc3112	GNIS	Alaska
fgdc3114	GNIS	Oklahoma
fgdc3118	GNS	Mexico
fgdc3119	GNIS	South Dakota
fgdc3121	LCSH	Mexico
fgdc3122	GNIS	Indiana
fgdc3125	GNIS	Florida
fgdc3128	LCSH	"Europe, Central"
fgdc3129	LCSH	East (U.S.)
fgdc3134	GNIS	North Dakota
fgdc3135	GNIS	Oregon
fgdc3136	GNIS	New Hampshire
fgdc3137	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3139	LCSH	Scotland
fgdc3141	GNIS	Idaho
fgdc3143	GNIS	Georgia
fgdc3144	GNIS	Alaska
fgdc3145	GNIS	New Jersey
fgdc3146	GNIS	Alabama
fgdc3147	GNIS	Louisiana
fgdc3149	GNIS	Montana
fgdc3150	GNIS	Hawaii
fgdc3151	GNIS	Tennessee
fgdc3154	GNIS	New York (State)
fgdc3158	GNIS	South Carolina
fgdc3159	GNIS	Oklahoma
fgdc3161	GNIS	Ohio
fgdc3162	GNIS	Idaho
fgdc3163	Columbia Gazetteer	Boston Bay
fgdc3165	GNIS	Vermont
fgdc3167	GNIS	Idaho
fgdc3168	GNIS	North Dakota
fgdc3172	GNIS	Atlantic Ocean
fgdc3175	LCSH	"Europe, Central"
fgdc3176	GNIS	New Jersey
fgdc3177	GNIS	Kentucky
fgdc3178	GNS	United States
fgdc3181	LCSH	Europe
fgdc3182	LCSH	Canada
fgdc3185	GNS	Sudan
fgdc3186	LCSH	United States
fgdc3187	GNIS	South Dakota
fgdc3188	GNIS	Colorado
fgdc3190	GNS	Burundi
fgdc3192	GNIS	Arkansas
fgdc3196	GNIS	Massachusetts
fgdc3198	GNIS	Alaska
fgdc3199	GNS	Israel
fgdc3200	LCSH	Europe
fgdc3202	GNIS	Oregon
fgdc3204	GNIS	Massachusetts
fgdc3205	GNIS	Illinois
fgdc3206	LCSH	Washington (D.C.)
fgdc3207	GNIS	Maryland
fgdc3208	LCSH	South America
fgdc3209	GNIS	Washington (State)
fgdc3211	GNIS	Mississippi
fgdc3212	None	Europe
fgdc3214	GNIS	Alabama
fgdc3215	GNIS	Nevada
fgdc3217	GNIS	Wisconsin
fgdc3218	GNIS	Wyoming
fgdc3220	GNIS	West Virginia
fgdc3221	GNIS	Arkansas
fgdc3222	GNIS	Maryland
fgdc3223	LCSH	Europe
fgdc3224	GNIS	New Hampshire
fgdc3225	GNIS	Wisconsin
fgdc3226	LCSH	United States
fgdc3227	GNIS	South Dakota
fgdc3229	GNIS	Delaware
fgdc3231	GNIS	North Carolina
fgdc3234	GNIS	Georgia
fgdc3235	GNIS	Massachusetts
fgdc3236	GNIS	South Carolina
fgdc3239	GNIS	West Virginia
fgdc3240	GNIS	Minnesota
fgdc3241	LCSH	United States
fgdc3242	GNS	Congo
fgdc3243	GNIS	Minnesota
fgdc3246	LCSH	Europe
fgdc3247	GNIS	Michigan
fgdc3248	GNIS	American Samoa
fgdc3249	GNIS	Massachusetts
fgdc3250	GNIS	South Dakota
fgdc3252	LCSH	Europe
fgdc3253	GNIS	Utah
fgdc3255	GNIS	Iowa
fgdc3256	GNIS	Missouri
fgdc3257	GNS	United States
fgdc3259	GNIS	Colorado
fgdc3261	GNIS	Georgia
fgdc3262	GNIS	Alabama
fgdc3265	LCSH	Mexico
fgdc3268	GNIS	California
fgdc3269	LCSH	Europe
fgdc3270	GNIS	Louisiana
fgdc3273	GNIS	Illinois
fgdc3274	GNIS	Delaware
fgdc3276	GNS	Egypt
fgdc3277	GNIS	Massachusetts
fgdc3278	GNS	Eritrea
fgdc3279	GNIS	Arkansas
fgdc3280	GNIS	Wisconsin
fgdc3285	GNIS	Wisconsin
fgdc3288	None	Ch'ing-hai Province
fgdc3293	GNIS	Nebraska
fgdc3295	GNIS	Kansas
fgdc3296	None	United States
fgdc3299	GNIS	Louisiana
fgdc3300	GNIS	Northern Mariana Islands
fgdc3301	GNIS	Idaho
fgdc3302	GNIS	Florida
fgdc3303	GNIS	Illinois
fgdc3305	GNIS	New Mexico
fgdc3307	GNIS	Wyoming
fgdc3309	GNIS	New Hampshire
fgdc3312	GNS	China
fgdc3317	GNIS	New York (State)
fgdc3320	GNIS	New Hampshire
fgdc3321	GNIS	California
fgdc3322	GNIS	Connecticut
fgdc3323	None	Ch'ing-hai Province
fgdc3324	GNIS	Hawaii
fgdc3325	LCSH	South America
fgdc3326	GNIS	Vermont
fgdc3327	GNIS	Idaho
fgdc3328	GNS	Eritrea
fgdc3331	GNIS	Georgia
fgdc3332	GNIS	Montana
fgdc3333	GNS	Isle of Man
fgdc3336	GNIS	Nebraska
fgdc3337	GNIS	Minnesota
fgdc3339	GNS (NIMA)	India
fgdc3341	GNIS	Idaho
fgdc3342	GNIS	Florida
fgdc3343	LCSH	United States
fgdc3345	LCSH	Canada
fgdc3346	GNIS	West Virginia
fgdc3349	GNIS	Oklahoma
fgdc3350	GNS	Sudan
fgdc3351	GNS	Mexico
fgdc3352	GNIS	North Dakota
fgdc3353	GNIS	Utah
fgdc3354	GNIS	Montana
fgdc3357	GNS	Mexico
fgdc3359	GNIS	South Carolina
fgdc3360	GNIS	New York
fgdc3362	GNIS	Kansas
fgdc3363	None	Guangdong Province
fgdc3364	GNIS	Idaho
fgdc3368	GNIS	Illinois
fgdc3369	GNIS	Minnesota
fgdc3371	GNS (NIMA)	Wake Island
fgdc3375	GNIS	Kentucky
fgdc3377	GNIS	New Hampshire
fgdc3378	GNIS	Michigan
fgdc3379	GNIS	Utah
fgdc3382	LCSH	Europe
fgdc3384	GNIS	New Hampshire
fgdc3387	GNIS	North Carolina
fgdc3393	GNIS	New Jersey
fgdc3394	GNIS	Delaware
fgdc3400	LCSH	Africa
fgdc3404	GNIS	New York
fgdc3409	GNIS	Montana
fgdc3410	GNIS	Wyoming
fgdc3411	GNIS	New Jersey
fgdc3412	GNIS	Ohio
fgdc3416	GNIS	North Carolina
fgdc3417	GNIS	Nevada
fgdc3418	GNIS	American Samoa
fgdc3419	GNIS	West Virginia
fgdc3420	GNS	Israel
fgdc3421	GNIS	Tennessee
fgdc3423	GNIS	Michigan
fgdc3425	GNIS	Maine
fgdc3427	GNIS	Texas
fgdc3428	GNIS	Arizona
fgdc3429	GNIS	Florida
fgdc3430	GNIS	China
fgdc3433	GNIS	Tennessee
fgdc3434	GNIS	Connecticut
fgdc3435	GNIS	Massachusetts
fgdc3437	GNIS	Montana
fgdc3439	GNIS	West Virginia
fgdc3444	GNIS	Pennsylvania
fgdc3448	LCSH	Canada
fgdc3450	GNIS	Minnesota
fgdc3451	GNIS	Florida
fgdc3452	GNS	Congo
fgdc3456	GNIS	Alabama
fgdc3458	GNIS	Idaho
fgdc3459	GNIS	Washington (State)
fgdc3460	GNIS	Vermont
fgdc3461	GNS	Kenya
fgdc3462	GNIS	Oklahoma
fgdc3470	GNIS	Mississippi
fgdc3471	GNIS	Vermont
fgdc3473	GNIS	Maine
fgdc3474	GNIS	New Hampshire
fgdc3476	LCSH	"Africa, Eastern"
fgdc3478	GNIS	West Virginia
fgdc3479	GNIS	West Virginia
fgdc3481	GNIS	Maryland
fgdc3483	GNIS	Hawaii
fgdc3484	GNIS	Kansas
fgdc3486	GNIS	Virginia
fgdc3487	GNIS	Arkansas
fgdc3489	LCSH	United States
fgdc3491	LCSH	"Africa, West"
fgdc3492	GNIS	Ohio
fgdc3493	GNIS	Montana
fgdc3497	GNS	Cuba
fgdc3499	GNIS	Tennessee
fgdc3500	GNS	Japan
fgdc3501	LCSH	Europe
fgdc3502	GNS	United States
fgdc3503	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3504	GNIS	Pennsylvania
fgdc3506	None	Ch'ing-hai Province
fgdc3508	GNIS	Virginia
fgdc3509	GNIS	American Samoa
fgdc3512	GNIS	New York
fgdc3513	GNIS	Virginia
fgdc3514	GNIS	New Jersey
fgdc3515	GNIS	Florida
fgdc3516	GNIS	Alabama
fgdc3517	GNIS	Kentucky
fgdc3518	GNIS	Maine
fgdc3519	GNIS	West Virginia
fgdc3520	LCSH	Scandinavia
fgdc3522	GNIS	Maryland
fgdc3523	GNS	Mali
fgdc3526	None	World
fgdc3528	GNIS	West Virginia
fgdc3529	GNIS	Colorado
fgdc3530	GNIS	China
fgdc3530	None	Taihu
fgdc3531	LCSH	Europe
fgdc3532	GNIS	Nevada
fgdc3536	GNIS	Massachusetts
fgdc3539	GNIS	Hawaii
fgdc3542	GNIS	Arkansas
fgdc3543	GNS	Eritrea
fgdc3544	LCSH	United States
fgdc3547	GNIS	Wisconsin
fgdc3548	GNIS	Texas
fgdc3551	GNIS	New York
fgdc3553	GNS (NIMA)	Gibraltar
fgdc3554	GNIS	Mississippi
fgdc3556	GNIS	Mississippi
fgdc3558	GNIS	Nevada
fgdc3559	GNIS	Arizona
fgdc3560	GNIS	Pennsylvania
fgdc3563	GNIS	Pennsylvania
fgdc3564	GNIS	Arizona
fgdc3565	GNIS	Rhode Island
fgdc3567	GNIS	owa
fgdc3568	GNIS	Nebraska
fgdc3571	GNIS	Texas
fgdc3573	GNS	Angola
fgdc3578	GNIS	South Carolina
fgdc3581	LCSH	Caucasus
fgdc3582	LCSH	Africa
fgdc3584	GNIS	Washington (State)
fgdc3585	GNIS	Nebraska
fgdc3586	GNIS	Arizona
fgdc3589	GNIS	New Jersey
fgdc3591	GNIS	South Carolina
fgdc3592	GNIS	Georgia
fgdc3593	GNIS	Mississippi
fgdc3594	GNIS	North Dakota
fgdc3596	GNIS	New Mexico
fgdc3600	GNIS	Indiana
fgdc3602	GNIS	Oklahoma
fgdc3603	GNIS	Connecticut
fgdc3606	GNIS	Utah
fgdc3607	LCSH	"Northwest, Old"
fgdc3608	GNIS	Kansas
fgdc3609	GNIS	Pennsylvania
fgdc3610	None	Sichuan Province
fgdc3612	LCSH	Bulkan Peninsula
fgdc3614	GNIS	Wisconsin
fgdc3615	GNIS	Virginia
fgdc3617	GNIS	Iowa
fgdc3619	GNIS	Kentucky
fgdc3620	GNIS	Nebraska
fgdc3621	GNIS	Missouri
fgdc3623	GNIS	North Dakota
fgdc3624	GNS	Algeria
fgdc3626	GNIS	Puerto Rico
fgdc3627	None	Germany
fgdc3628	GNIS	Alaska
fgdc3629	GNIS	Oklahoma
fgdc3630	GNIS	Kansas
fgdc3634	GNIS	Massachusetts
fgdc3636	LCSH	Southeast Asia
fgdc3637	LCSH	Europe
fgdc3639	GNIS	West Virginia
fgdc3641	GNIS	Florida
fgdc3643	GNIS	Rhode Island
fgdc3644	GNIS	Rhode Island
fgdc3646	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3648	GNS	Sri Lanka
fgdc3651	GNIS	Indiana
fgdc3652	GNIS	Nevada
fgdc3653	GNIS	Rhode Island
fgdc3654	GNS	Eritrea
fgdc3657	GNIS	Oregon
fgdc3658	GNIS	Wyoming
fgdc3660	GNIS	South Carolina
fgdc3661	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3664	GNIS	West Virginia
fgdc3665	GNIS	Mississippi
fgdc3666	LCSH	Europe
fgdc3667	LCSH	Europe
fgdc3668	GNS	Israel
fgdc3670	GNIS	Maryland
fgdc3672	GNIS	New Mexico
fgdc3673	GNS	Israel
fgdc3675	LCSH	Europe
fgdc3677	GNIS	Indiana
fgdc3679	GNIS	Minnesota
fgdc3680	GNIS	Nebraska
fgdc3683	LCSH	United States
fgdc3686	GNIS	Maine
fgdc3687	LCSH	Europe
fgdc3689	GNIS	Nevada
fgdc3690	LCSH	Arctic regions
fgdc3691	GNIS	North Dakota
fgdc3692	GNIS	North Dakota
fgdc3693	LCSH	New England
fgdc3694	GNIS	Washington (State)
fgdc3695	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3696	LCSH	Europe
fgdc3697	GNIS	Kansas
fgdc3698	GNIS	Wyoming
fgdc3700	GNIS	Georgia
fgdc3701	GNIS	California
fgdc3704	GNIS	Georgia
fgdc3706	GNIS	Massachusetts
fgdc3709	GNIS	Delaware
fgdc3711	LCSH	Mexico
fgdc3712	GNIS	Wyoming
fgdc3713	GNS	China
fgdc3714	GNS	Kattegat
fgdc3715	GNS	Tunisia
fgdc3717	LCSH	Europe
fgdc3721	LCSH	Europe
fgdc3722	None	United States
fgdc3723	LCSH	New England
fgdc3725	GNIS	North Dakota
fgdc3726	GNIS	Missouri
fgdc3728	None	Guangdong Province
fgdc3729	GNIS	American Samoa
fgdc3730	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3733	GNIS	Maine
fgdc3735	GNIS	Pennsylvania
fgdc3737	GNIS	North Carolina
fgdc3738	GNIS	Michigan
fgdc3739	GNIS	Georgia
fgdc3741	GNIS	Alaska
fgdc3742	LCSH	Europe
fgdc3743	GNIS	New York
fgdc3744	GNIS	California
fgdc3746	LCSH	Europe
fgdc3747	GNIS	Connecticut
fgdc3748	GNIS	Virginia
fgdc3753	GNS	Burkina Faso
fgdc3754	GNIS	Louisiana
fgdc3756	LCSH	Europe
fgdc3758	GNIS	Delaware
fgdc3759	LCSH	United States
fgdc3760	GNIS	Michigan
fgdc3762	GNIS	Utah
fgdc3763	GNIS	Ohio
fgdc3765	LCSH	Africa
fgdc3767	GNIS	Louisiana
fgdc3769	GNIS	California
fgdc3771	LCSH	Europe
fgdc3772	GNIS	Ohio
fgdc3773	GNIS	Hawaii
fgdc3775	GNS	Germany
fgdc3776	GNIS	Ohio
fgdc3777	LCSH	New England
fgdc3778	GNIS	Oregon
fgdc3779	GNIS	New Jersey
fgdc3780	LCSH	Europe
fgdc3781	GNIS	Wisconsin
fgdc3782	GNIS	Connecticut
fgdc3784	GNIS	Washington (State)
fgdc3786	GNIS	Missouri
fgdc3788	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3789	GNIS	Alabama
fgdc3790	GNIS	New York (State)
fgdc3791	GNIS	Massachusetts
fgdc3792	GNIS	Mississippi
fgdc3793	LCSH	Europe
fgdc3795	LCSH	Mexico
fgdc3796	GNIS	Michigan
fgdc3803	GNIS	Nebraska
fgdc3811	GNIS	Oregon
fgdc3812	LCSH	South Asia
fgdc3813	GNS	Uganda
fgdc3816	GNIS	Wisconsin
fgdc3817	GNIS	Delaware
fgdc3820	GNIS	Indiana
fgdc3822	GNIS	Pennsylvania
fgdc3823	GNIS	Texas
fgdc3824	GNIS	Utah
fgdc3833	GNIS	Rhode Island
fgdc3834	GNIS	Kentucky
fgdc3835	GNIS	New Mexico
fgdc3836	GNIS	Michigan
fgdc3841	GNIS	Texas
fgdc3842	GNIS	Pennsylvania
	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3847	GNIS	New Hampshire
fgdc3848	GNIS	Iowa
fgdc3851	GNIS	Massachusetts
fgdc3854	GNIS	Alaska
fgdc3858	GNIS	Rhode Island
fgdc3863	GNIS	Rhode Island
fgdc3864	GNIS	Louisiana
fgdc3866	GNIS	Nevada
fgdc3867	GNIS	Tennessee
fgdc3869	GNIS	Illinois
fgdc3875	GNIS	Colorado
fgdc3876	LCSH	Europe
fgdc3878	GNS	United States
fgdc3879	GNS	Atlantic Ocean
fgdc3879	LCSH	New England
fgdc3881	GNIS	Wyoming
fgdc3882	GNIS	Nevada
fgdc3887	GNIS	Hawaii
fgdc3888	GNS	United States
fgdc3889	GNIS	Michigan
fgdc3892	GNIS	Maine
fgdc3893	GNIS	Rhode Island
fgdc3894	GNIS	Nebraska
fgdc3895	GNIS	Georgia
fgdc3896	GNIS	Minnesota
fgdc3898	GNIS	New Jersey
fgdc3902	GNIS	Arizona
fgdc3904	GNIS	Minnesota
fgdc3906	GNIS	North Dakota
fgdc3910	GNIS	Indiana
fgdc3911	GNIS	Montana
fgdc3912	GNIS	Pennsylvania
fgdc3914	GNIS	North Dakota
fgdc3917	GNS (NGA)	China
fgdc3918	GNIS	Arizona
fgdc3922	GNIS	Wisconsin
fgdc3923	GNIS	New Mexico
fgdc3926	GNIS	New Jersey
fgdc3928	GNIS	Montana
fgdc3930	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3933	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3935	GNIS	Arizona
fgdc3937	GNIS	Colorado
fgdc3938	LCSH	Southeast Asia
fgdc3939	GNIS	Georgia
fgdc3940	GNIS	Michigan
fgdc3943	GNS	Sudan
fgdc3945	GNIS	Mississippi
fgdc3946	GNIS	New York
fgdc3949	GNIS	California
fgdc3950	LCSH	South America
fgdc3951	LCSH	United States
fgdc3952	LCSH	United States
fgdc3954	LCSH	Mexico
fgdc3955	GNS	Japan
fgdc3959	GNIS	Alabama
fgdc3961	GNIS	China
fgdc3963	GNIS	Illinois
fgdc3964	GNIS	New Mexico
fgdc3966	GNS	Japan
fgdc3968	GNIS	North Carolina
fgdc3969	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc3970	GNS	China
fgdc3971	GNIS	Wisconsin
fgdc3972	GNIS	Wisconsin
fgdc3974	GNIS	Montana
fgdc3977	GNIS	New Hampshire
fgdc3978	GNIS	Maine
fgdc3979	GNIS	Michigan
fgdc3980	GNIS	Utah
fgdc3981	GNIS	Oklahoma
fgdc3983	GNIS	District of Columbia
fgdc3983	LCSH	Washington (D.C.)
fgdc3984	LCSH	Mexico
fgdc3985	GNIS	Virginia
fgdc3986	LCSH	Germany
fgdc3987	GNIS	C
fgdc3988	GNIS	Nebraska
fgdc3989	GNIS	Montana
fgdc3991	GNIS	Kansas
fgdc3993	GNIS	Alaska
fgdc3995	GNIS	Minnesota
fgdc3996	GNIS	South Carolina
fgdc3998	GNS	China
fgdc4004	GNIS	Oregon
fgdc4006	GNIS	Virginia
fgdc4008	LCSH	Africa
fgdc4010	GNIS	Alabama
fgdc4014	GNIS	Nebraska
fgdc4015	GNIS	North Carolina
fgdc4017	GNS	Atlantic Ocean
fgdc4020	GNIS	West Virginia
fgdc4021	GNIS	New York (State)
fgdc4023	GNIS	South Dakota
fgdc4026	LCSH	United States
fgdc4028	GNIS	Mississippi
fgdc4030	GNIS	Iowa
fgdc4033	GNIS	Louisiana
fgdc4037	GNIS	Massachusetts
fgdc4039	LCSH	Africa
fgdc4043	GNIS	Vermont
fgdc4044	GNIS	Mississippi
fgdc4048	GNIS	West Virginia
fgdc4054	GNS	Israel
fgdc4055	GNS	Burundi
fgdc4056	LCSH	United States
fgdc4060	LCSH	New England
fgdc4062	GNIS	North Dakota
fgdc4063	GNIS	Oregon
fgdc4064	GNIS	Iowa
fgdc4065	GNIS	South Dakota
fgdc4067	GNIS	Connecticut
fgdc4070	GNIS	New Hampshire
fgdc4071	GNIS	Kentucky
fgdc4073	LCSH	Mexico
fgdc4074	GNIS	New York (State)
fgdc4075	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4076	GNIS	South Dakota
fgdc4077	LCSH	Europe
fgdc4078	GNIS	Oklahoma
fgdc4080	GNIS	New Hampshire
fgdc4082	GNIS	Michigan
fgdc4083	GNIS	California
fgdc4084	GNIS	New Jersey
fgdc4086	GNIS	Missouri
fgdc4088	GNIS	Ohio
fgdc4089	GNIS	Missouri
fgdc4090	GNIS	North Carolina
fgdc4091	GNIS	California
fgdc4094	LCSH	United States
fgdc4096	GNIS	Michigan
fgdc4097	GNIS	Ohio
fgdc4098	GNIS	Maine
fgdc4099	GNIS	Georgia
fgdc4102	GNIS	Nevada
fgdc4103	GNIS	California
fgdc4106	GNS	Germany
fgdc4107	GNIS	Massachusetts
fgdc4109	GNIS	Minnesota
fgdc4110	GNIS	New Mexico
fgdc4111	GNIS	Arkansas
fgdc4112	GNIS	Virginia
fgdc4117	GNIS	Guam
fgdc4120	GNIS	Maryland
fgdc4121	GNIS	South Carolina
fgdc4125	GNIS	Colorado
fgdc4129	GNIS	Delaware
fgdc4131	GNS (NGA)	China
fgdc4133	LCSH	Europe
fgdc4134	GNIS	Nevada
fgdc4135	LCSH	Africa
fgdc4137	GNIS	New Mexico
fgdc4138	GNIS	Colorado
fgdc4142	GNIS	Colorado
fgdc4144	GNIS	North Carolina
fgdc4151	GNIS	Kansas
fgdc4153	LCSH	United States
fgdc4156	GNIS	Michigan
fgdc4159	GNIS	Washington
fgdc4162	GNIS	Oklahoma
fgdc4163	LCSH	United States
fgdc4165	GNIS	North Carolina
fgdc4168	GNIS	Missouri
fgdc4170	LCSH	New England
fgdc4171	GNIS	Georgia
fgdc4172	GNIS	Vermont
fgdc4174	LCSH	Europe
fgdc4175	GNIS	Vermont
fgdc4176	GNIS	Maine
fgdc4177	GNIS	California
fgdc4178	GNIS	Massachusetts
fgdc4184	GNIS	New Jersey
fgdc4186	GNIS	Illinois
fgdc4189	LCSH	Europe
fgdc4190	LCSH	Canada
fgdc4193	GNS	China
fgdc4194	None	Europe
fgdc4195	GNIS	Virginia
fgdc4196	GNIS	Vermont
fgdc4197	GNIS	New York
fgdc4198	GNIS	Rhode Island
fgdc4199	GNIS	Oregon
fgdc4200	GNIS	Nevada
fgdc4202	GNIS	Nevada
fgdc4203	None	United States
fgdc4204	GNIS	Nevada
fgdc4206	GNIS	Massachusetts
fgdc4207	GNIS	Colorado
fgdc4209	GNIS	Alabama
fgdc4210	GNIS	North Carolina
fgdc4215	GNIS	Minnesota
fgdc4217	GNIS	Utah
fgdc4218	LCSH	Africa
fgdc4219	GNS	China
fgdc4220	GNIS	New Hampshire
fgdc4222	GNS	Tanzania
fgdc4224	None	United States
fgdc4225	United States Geological Survey (USGS) Geographic Names Information System (GNIS)	Massachusetts
fgdc4226	GNIS	Massachusetts
fgdc4227	GNIS	Massachusetts
fgdc4228	GNS	Saint Pierre and Miquelon
fgdc4228	LCSH	North America
fgdc4230	GNIS	Puerto Rico
fgdc4233	LCSH	United States
fgdc4234	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	P'eng-shui
fgdc4235	GNIS	Oregon
fgdc4236	LCSH	Europe
fgdc4237	"Gazetteer of the People's Republic of China (US Defence Mapping Agency, 1979)"	P'ang-chiang
fgdc4238	GNIS	Florida
fgdc4239	GNIS	Pennsylvania
fgdc4240	GNIS	Massachusetts
fgdc4244	GNIS	Indiana
